marca,modelo,precio,año,kilometros,combustible,transmision,potencia,fuente,carroceria
Ford,Transit Connect,16700,2019.0,171600,Eléctrico (BEV),Manual,100 CV,coches.net,furgoneta
Fiat,Ducato,15600,2020.0,120400,Eléctrico,M6,160,coches.net,furgoneta
Maxus,Deliver 9,21900,2020.0,99000,Eléctrico,Manual,115,coches.net,furgoneta
Volkswagen,Crafter,15400,,,diesel,Manual,102,coches.net,furgoneta
Citroën,Jumper,13100,2022.0,84000,Eléctrico (BEV),manual,135CV,coches.net,furgoneta
Mercedes-Benz,Vito,14600,2016.0,242000,Gasoil,M,130,coches.net,furgoneta
Renault,,24700,2021.0,84800,Gasoil,manual,135,coches.net,furgoneta
Volkswagen,Crafter,25100,2020.0,128700,Gasoil,Manual,182,coches.net,furgoneta
Ford,Transit,23500,2024.0,19100,Diésel,MANUAL,155,coches.net,furgoneta
Nissan,NV300,20200,2023.0,38200,Eléctrico (BEV),M,,coches.net,furgoneta
Opel,Vivaro,22900,2019.0,124200,Gasoil,MANUAL,95,coches.net,furgoneta
Peugeot,Partner,21900,2023.0,51500,GASOLINA,M,100,coches.net,furgoneta
Ford,Transit Courier,26100,2023.0,34000,Gasolina,M,100,coches.net,furgoneta
Citroën,Jumpy,"18700,00",2018.0,182000,Diésel,manual,120,coches.net,furgoneta
Citroën,Jumpy,30700,2023.0,,gasoil,M6,145,coches.net,furgoneta
Hyundai,Staria,14100,2015.0,380000,DIESEL,Manual,177,coches.net,furgoneta
Nissan,NV300,23100,2021.0,81800,diesel,automático,95,coches.net,furgoneta
MAN,TGE,29500,2021.0,114500,,Manual,102 CV,coches.net,furgoneta
Nissan,Primastar,20800,2021.0,97900,Diésel,M,109 CV,coches.net,furgoneta
Volkswagen,,"28400,00",2024.0,21200,diesel,M,97,coches.net,furgoneta
Mercedes-Benz,Sprinter,32900 €,2024.0,23100,gasoil,Automático,120,coches.net,furgoneta
Renault,Kangoo,30400,2023.0,56200,Eléctrico (BEV),M6,95,coches.net,furgoneta
Ford,Transit Connect,7500,2015.0,336800,Hibrido,Manual,115 CV,coches.net,furgoneta
Citroën,Berlingo,25100,2019.0,168700,gasolina,MANUAL,110,coches.net,furgoneta
Citroën,Jumper,26800,2023.0,55600,Diesel,DSG,135,coches.net,furgoneta
Nissan,NV200,7500,2021.0,82400,Diésel,M6,105,coches.net,furgoneta
Nissan,NV400,24300,2021.0,96700,Gasoil,manual,145,coches.net,furgoneta
MAN,TGE,20100,2021.0,121900,CNG,M,140,coches.net,furgoneta
Citroën,Jumpy,22300,2022.0,65100,DIESEL,Automático,125,coches.net,furgoneta
Iveco,Daily,35600,2023.0,60700,Híbrido,M6,102,coches.net,furgoneta
Renault,Kangoo,21500,2019.0,204800,GLP/Gasolina,M,75,coches.net,furgoneta
Fiat,Doblo Cargo,"23800,00",2022.0,61500,Diésel,manual,105,coches.net,furgoneta
Mercedes-Benz,Citan,12500,2019.0,136900,Gasoil,M,102,coches.net,furgoneta
Renault,Trafic,18000,2021.0,77900,gasoil,MANUAL,145,coches.net,furgoneta
Volkswagen,Crafter,35400,2024.0,26900 km,Diésel,manual,140,coches.net,furgoneta
Peugeot,Expert,16000,2017.0,146400,DIESEL,MANUAL,125,coches.net,furgoneta
Ford,Transit Connect,14100,2020.0,120400,Diésel,DSG,120,coches.net,furgoneta
Volkswagen,Crafter,24600,2021.0,67800,Diésel,M,102,coches.net,furgoneta
Peugeot,Partner,41000,2024.0,14100,Electric,DSG,136,coches.net,furgoneta
Opel,Combo,17200,2021.0,107000 km,GASOLINA,Manual,110,coches.net,furgoneta
Renault,Trafic,,2020.0,93300,gasoil,automático,95,coches.net,furgoneta
Volkswagen,Transporter,32400,2022.0,80700,gasoil,MANUAL,204,coches.net,furgoneta
Peugeot,Boxer,32300,,,EV,manual,135,coches.net,furgoneta
Peugeot,Partner,11300,2018.0,195400,DIESEL,M,100,coches.net,furgoneta
Toyota,Proace,23000,2020.0,115000,Autogás,automático,120,coches.net,furgoneta
Mercedes-Benz,Citan,46100,2023.0,40100,Eléctrico (BEV),manual,110,coches.net,furgoneta
Volkswagen,Caddy,25300,2022.0,58100,GASOLINA,M,114,coches.net,furgoneta
MAN,TGE,41500,2024.0,25500,Diésel,M6,140,coches.net,furgoneta
Volkswagen,Caddy,29800,2020.0,164700,GASOLINA,manual,114,coches.net,furgoneta
Ford,Transit Connect,9800,2019.0,113900,Gasoil,manual,80,coches.net,furgoneta
Renault,Master,30000,2023.0,49300,Electric,Automático,140,coches.net,furgoneta
Citroën,Jumpy,18500,2019.0,173600,DIESEL,M,155,coches.net,furgoneta
MAN,TGE,7500,2021.0,85000,DIESEL,MANUAL,140,coches.net,furgoneta
Ford,Transit Connect,19500,2022.0,42100,Diésel,automático,125,coches.net,furgoneta
Maxus,,30000,2020.0,136700,Electrico,AT,120,coches.net,furgoneta
Mercedes-Benz,Vito,43300,2024.0,20800,Gasoil,M,75,coches.net,furgoneta
Volkswagen,Crafter,20300,2019.0,166000,,M6,102,coches.net,furgoneta
Volkswagen,Caddy,34700,2022.0,88400,gasoil,Manual,75,coches.net,furgoneta
Fiat,Doblo Cargo,20300,2023.0,36500,GASOLINA,MANUAL,105,coches.net,furgoneta
Fiat,Doblo Cargo,24600,2023.0,48500,Diésel,MANUAL,95,coches.net,furgoneta
Opel,Vivaro,17200,2020.0,138700,diesel,Automático,105,coches.net,furgoneta
Ford,Transit,17600,2020.0,119000,gasoil,M,160CV,coches.net,furgoneta
Ford,Transit Courier,18600,2021.0,58300,Gasolina,Automática,100,coches.net,furgoneta
Toyota,Proace,20900,2017.0,261100,diesel,MANUAL,150,coches.net,furgoneta
Renault,Master,20900,2020.0,143800,Gasoil,M,175,coches.net,furgoneta
Opel,Vivaro,16100,2021.0,92400,Diesel,automático,100,coches.net,furgoneta
Citroën,Jumper,34500,2023.0,46500,Eléctrico,MANUAL,160,coches.net,furgoneta
Peugeot,Partner,22900,2022.0,75700,gasolina,AT,115,coches.net,furgoneta
Nissan,NV300,7500,2016.0,242100,Diésel,AT,115,coches.net,furgoneta
Citroën,Jumpy,16500,,,Gasoil,M6,95,coches.net,furgoneta
Mercedes-Benz,Sprinter,28000,,,DIESEL,Manual,75,coches.net,furgoneta
Fiat,Scudo,10800,2017.0,225200,Diesel,Automática,120,coches.net,furgoneta
Renault,Kangoo,24300,2023.0,38500,Electric,M,85 CV,coches.net,furgoneta
Fiat,Doblo Cargo,17500,2021.0,109900,Diesel,automático,85 CV,coches.net,furgoneta
Iveco,Daily,31000,,,Diésel,M6,150,coches.net,furgoneta
Renault,Master,24900,2020.0,124100,Gasoil,M6,175,coches.net,furgoneta
Mercedes-Benz,Sprinter,30200,2023.0,57900,Gasolina,MANUAL,102,coches.net,furgoneta
Iveco,Daily,39000,2024.0,22400,EV,Auto,100,coches.net,furgoneta
Renault,Trafic,26800,2023.0,42500,Diésel,M,150,coches.net,furgoneta
Fiat,Scudo,18400,2021.0,93400,gasoil,M,145,coches.net,furgoneta
Toyota,Proace City,23000,2019.0,116600,Diesel,M,100,coches.net,furgoneta
Mercedes-Benz,Sprinter,25800,2022.0,59400,Gasoil,M6,75,coches.net,furgoneta
Hyundai,Staria,19100,2022.0,76200,DIESEL,MANUAL,177,coches.net,furgoneta
Toyota,Proace City,36400,2023.0,50700,Electrico,AT,105,coches.net,furgoneta
Ford,Transit Courier,26500,2022.0,86800,Gasolina,AT,105,coches.net,furgoneta
Toyota,Proace,37300,2023.0,41400 km,Eléctrico,Automática,136,coches.net,furgoneta
Toyota,Proace,10000,2018.0,139000,DIESEL,Manual,145,coches.net,furgoneta
Nissan,NV300,15400,2020.0,179300,DIESEL,Manual,,coches.net,furgoneta
Iveco,Daily,27900,2022.0,70300,Electric,M,100 CV,coches.net,furgoneta
Opel,Combo,38100,2024.0,28000,gasoil,M6,105,coches.net,furgoneta
Mercedes-Benz,Citan,31400 €,2021.0,91200,Diésel,DSG,100,coches.net,furgoneta
Opel,Movano,7500,2016.0,138500,diesel,M,110,coches.net,furgoneta
Ford,Transit Connect,12900,2021.0,131600,Gasoil,manual,105,coches.net,furgoneta
Maxus,EV80,18000,2020.0,81100,Electrico,MANUAL,125,coches.net,furgoneta
Renault,Kangoo,8200,2015.0,296500 km,Eléctrico,manual,95,coches.net,furgoneta
Mercedes-Benz,Vito,27800,2020.0,,diesel,Manual,100,coches.net,furgoneta
Citroën,Jumper,21800,2020.0,114100km,Diesel,MANUAL,135,coches.net,furgoneta
Mercedes-Benz,Vito,19200,2020.0,179600,Gasoil,DSG,120,coches.net,furgoneta
Mercedes-Benz,Sprinter,18700,2018.0,194800,gasoil,M6,130,coches.net,furgoneta
Mercedes-Benz,Citan,16500,2016.0,301900,DIESEL,M,90,coches.net,furgoneta
Hyundai,H350,16100,2022.0,95300,Diesel,M6,136,coches.net,furgoneta
Ford,Transit,29000,2020.0,174200,Diésel,manual,165,coches.net,furgoneta
Iveco,Daily,31200,2022.0,103300,gasoil,MANUAL,75,coches.net,furgoneta
Mercedes-Benz,Citan,26700,2020.0,127200,diesel,MANUAL,102,coches.net,furgoneta
Mercedes-Benz,Vito,50300,2023.0,39200,Electrico,MANUAL,140,coches.net,furgoneta
Mercedes-Benz,Sprinter,"26500,00",2020.0,116800,Diesel,M6,130,coches.net,furgoneta
Opel,Combo,29300,2023.0,39200,GLP/Gasolina,automático,110,coches.net,furgoneta
Volkswagen,Transporter,24600,2022.0,55300,diesel,manual,145,coches.net,furgoneta
Opel,Combo,26100,2020.0,86100,Diesel,DSG,95,coches.net,furgoneta
Fiat,Scudo,20000,2023.0,48700,Diesel,M,120,coches.net,furgoneta
Opel,Movano,15800,2021.0,104100,gasoil,MANUAL,145,coches.net,furgoneta
Hyundai,H350,26500,2020.0,161000,GLP/Gasolina,M6,170,coches.net,furgoneta
Opel,Vivaro,18100,2016.0,268300,Diésel,manual,105,coches.net,furgoneta
Opel,Movano,26500,2024.0,27000,DIESEL,manual,110,coches.net,furgoneta
Ford,Transit,17100,2016.0,336800,Eléctrico,Manual,130,coches.net,furgoneta
Volkswagen,Crafter,30200,2019.0,143000,gasoil,M,102,coches.net,furgoneta
Renault,Kangoo,27700,2023.0,39100km,EV,manual,90,coches.net,furgoneta
Citroën,Berlingo,20000,2021.0,96000,GASOLINA,M6,110,coches.net,furgoneta
Citroën,Jumpy,20400,2021.0,100700,Gasoil,Manual,100,coches.net,furgoneta
Mercedes-Benz,Vito,33100,2022.0,97200,Diesel,M,102,coches.net,furgoneta
Ford,Transit Courier,18800,2021.0,58000,DIESEL,M,80,coches.net,furgoneta
Peugeot,Expert,18900 €,2018.0,172500,diesel,Manual,120,coches.net,furgoneta
Toyota,Proace City,26400,2023.0,43000,Gasoil,Automático,100 CV,coches.net,furgoneta
Ford,Transit Connect,28800,2024.0,20500,Diésel,manual,80,coches.net,furgoneta
Ford,Transit,23600,2021.0,98800,Gasoil,Manual,105,coches.net,furgoneta
Nissan,Primastar,17600,2022.0,64500,Autogás,Manual,,coches.net,furgoneta
Hyundai,Staria,16600,2020.0,132700,,,177,coches.net,furgoneta
Fiat,Ducato,13300,2021.0,105200,,M6,135,coches.net,furgoneta
Citroën,Jumper,26800,2024.0,20800,gasoil,MANUAL,160,coches.net,furgoneta
Opel,Movano,13700,2020.0,125200,DIESEL,M6,163,coches.net,furgoneta
Volkswagen,Transporter,18800,2022.0,96000,gasoil,Automático,150,coches.net,furgoneta
Renault,Master,17100,2021.0,96200,Diesel,M,135,coches.net,furgoneta
Fiat,Ducato,17100,2020.0,110600,gasoil,automático,160,coches.net,furgoneta
Citroën,Berlingo,23700,2022.0,77200,Gasolina,AT,105,coches.net,furgoneta
Renault,Kangoo,23700 €,2023.0,51400,Gasoil,M,75,coches.net,furgoneta
Nissan,NV400,28300,2024.0,18000,Diesel,M,150,coches.net,furgoneta
Peugeot,Boxer,23100,2022.0,84300,diesel,M6,160,coches.net,furgoneta
Mercedes-Benz,Vito,25300,2021.0,100900,Diésel,MANUAL,130,coches.net,furgoneta
Mercedes-Benz,Citan,28500,2022.0,55300,Híbrido,MANUAL,120,coches.net,furgoneta
Mercedes-Benz,Citan,26900,2020.0,90300,Gasolina,manual,100,coches.net,furgoneta
Mercedes-Benz,Sprinter,22800,2016.0,277900,Diesel,manual,102,coches.net,furgoneta
Volkswagen,Transporter,18100,2021.0,106600,diesel,MANUAL,204,coches.net,furgoneta
Nissan,Primastar,14600,2022.0,70800,diesel,Manual,119,coches.net,furgoneta
Renault,Trafic,21000,2023.0,41200,GASOLINA,AT,150,coches.net,furgoneta
Renault,Trafic,"22400,00",2022.0,76500,diesel,manual,120,coches.net,furgoneta
Renault,Master,21100,2023.0,67300,Gasoil,MANUAL,150,coches.net,furgoneta
Mercedes-Benz,Vito,29500,2023.0,47900,Diésel,manual,120,coches.net,furgoneta
Renault,Master,14900,2018.0,169500,Electric,M6,105,coches.net,furgoneta
Maxus,Deliver 9,11000,2017.0,197500,Eléctrico (BEV),MANUAL,125,coches.net,furgoneta
Mercedes-Benz,Sprinter,19700,2020.0,116100,GLP/Gasolina,M6,100,coches.net,furgoneta
Mercedes-Benz,Sprinter,16500,2019.0,190600,GASOLINA,MANUAL,102,coches.net,furgoneta
Toyota,Proace,16300,2021.0,58200,Electric,manual,136,coches.net,furgoneta
Toyota,Proace City,25700,2024.0,20700,gasoil,Auto,105,coches.net,furgoneta
Ford,Transit,27600,2022.0,79300,MHEV,M,130,coches.net,furgoneta
Iveco,Daily,7800,2018.0,156000,Electric,AT,110,coches.net,furgoneta
Toyota,Proace,33800,2023.0,46500,Electric,manual,,coches.net,furgoneta
Fiat,Ducato,26300,2022.0,66300,DIESEL,M,155,coches.net,furgoneta
Fiat,Ducato,16000,2023.0,,MHEV,Manual,130,coches.net,furgoneta
Nissan,NV300,20700,2020.0,163000,Eléctrico (BEV),manual,120,coches.net,furgoneta
Toyota,Proace City,23200,2022.0,53700,Gasoil,M6,100,coches.net,furgoneta
Peugeot,Boxer,27500,2020.0,109800,Eléctrico,automático,160,coches.net,furgoneta
Toyota,Proace City,22400,2023.0,45700,DIESEL,manual,105,coches.net,furgoneta
Mercedes-Benz,Citan,33500,2024.0,21300,gasolina,M,90,coches.net,furgoneta
Ford,Transit,25500,2022.0,66700,Diésel,Auto,165,coches.net,furgoneta
Renault,Master,20900,2023.0,36600,gasoil,manual,115,coches.net,furgoneta
Mercedes-Benz,Vito,35700,2023.0,46000,diesel,Auto,150,coches.net,furgoneta
Opel,Vivaro,29600,2022.0,73200,EV,manual,120,coches.net,furgoneta
Nissan,NV300,33300,2023.0,52800,diesel,manual,100,coches.net,furgoneta
Peugeot,Boxer,12900,2017.0,174300,Gasoil,MANUAL,140,coches.net,furgoneta
Ford,Transit,14200,2018.0,180100,Gasoil,Manual,170,coches.net,furgoneta
Ford,Transit Connect,30000,2023.0,57400,Gasoil,M,95,coches.net,furgoneta
Mercedes-Benz,Vito,,2024.0,23400,Diésel,MANUAL,120,coches.net,furgoneta
MAN,TGE,29500 €,2024.0,23700,gasolina,AT,102,coches.net,furgoneta
Renault,Kangoo,18800 €,18.0,170500,Gasoil,M,95,coches.net,furgoneta
Toyota,Proace City,19200,,,Diésel,DSG,100,coches.net,furgoneta
Toyota,Proace City,7700,2016.0,236700,Diésel,manual,110,coches.net,furgoneta
Renault,Master,16900,2020.0,82900,diesel,Automático,140,coches.net,furgoneta
Ford,Transit,34300,2024.0,21200,Diésel,manual,130,coches.net,furgoneta
Volkswagen,Crafter,28100,2021.0,109800,EV,AT,177,coches.net,furgoneta
Volkswagen,Crafter,33100,2024.0,16800,gasolina,M6,145,coches.net,furgoneta
Iveco,Daily,35800,2024.0,22200,Gasolina,automático,102,coches.net,furgoneta
Maxus,Deliver 9,13200,2016.0,311800,Diesel,Manual,150,coches.net,furgoneta
MAN,TGE,33700,22.0,65600,Gasoil,Manual,,coches.net,furgoneta
Mercedes-Benz,Sprinter,28200,2021.0,133300,gasoil,MANUAL,140,coches.net,furgoneta
Iveco,Daily,7800,2016.0,183800,Diésel,Automática,75,coches.net,furgoneta
Opel,Vivaro,27500,2023.0,46800,DIESEL,M,95,coches.net,furgoneta
Fiat,Scudo,30100,2024.0,27100,diesel,manual,125,coches.net,furgoneta
Mercedes-Benz,Vito,16900,2018.0,133200,GLP/Gasolina,M,90,coches.net,furgoneta
Renault,Master,22000,2021.0,110500,Gasoil,MANUAL,130,coches.net,furgoneta
Opel,Vivaro,12700 €,,,Diesel,Automática,180,coches.net,furgoneta
Fiat,Ducato,16500,2021.0,81400,Diésel,M6,127CV,coches.net,furgoneta
Ford,Transit Connect,22900,2024.0,23600,GASOLINA,M,75,coches.net,furgoneta
Mercedes-Benz,Citan,23700,2020.0,,Diésel,M6,110,coches.net,furgoneta
Renault,Trafic,33900 €,2024.0,20900,gasoil,MANUAL,120,coches.net,furgoneta
Nissan,Primastar,29900,2023.0,51600,Electric,M,119,coches.net,furgoneta
Iveco,Daily,19400,2019.0,186100,diesel,M6,90,coches.net,furgoneta
Hyundai,Staria,7500,2015.0,250200,diesel,MANUAL,177,coches.net,furgoneta
Nissan,NV300,20800,2022.0,82100,GASOLINA,Automática,115,coches.net,furgoneta
Ford,Transit,31300,2022.0,89900,Diésel,AT,105,coches.net,furgoneta
Iveco,Daily,22100,2017.0,275500,Eléctrico,M,90,coches.net,furgoneta
Mercedes-Benz,Citan,28900,2024.0,23000 km,DIESEL,manual,130,coches.net,furgoneta
Toyota,Proace,25900,2019.0,212700,diesel,M6,155,coches.net,furgoneta
Iveco,Daily,30000,2019.0,220000,Eléctrico (BEV),manual,75,coches.net,furgoneta
Peugeot,Boxer,20800,2021.0,140300,,M6,130,coches.net,furgoneta
MAN,TGE,30300,2023.0,60200,Eléctrico (BEV),Auto,107 CV,coches.net,furgoneta
Nissan,NV200,14000,2017.0,232300,Diésel,Manual,95,coches.net,furgoneta
Citroën,Jumper,18200,2022.0,71700,gasoil,M6,160,coches.net,furgoneta
Renault,Kangoo,13100,2020.0,114200,Electric,M6,95,coches.net,furgoneta
Renault,Kangoo,22600,2021.0,81400,diesel,M,100,coches.net,furgoneta
Citroën,Jumpy,28400,2023.0,41900,DIESEL,manual,120,coches.net,furgoneta
Citroën,Jumpy,24400,2023.0,39200,DIESEL,MANUAL,100,coches.net,furgoneta
Renault,Kangoo,12200,2015.0,322900,Eléctrico (BEV),MANUAL,85,coches.net,furgoneta
Toyota,Proace City,20300,2021.0,110400,Gasolina,MANUAL,110 CV,coches.net,furgoneta
Ford,Transit,29300 €,2024.0,31600,Eléctrico (BEV),M,125,coches.net,furgoneta
Maxus,EV80,36800,2023.0,40700,Electric,M6,115 CV,coches.net,furgoneta
Citroën,Jumper,28200,2024.0,15000,gasoil,Manual,,coches.net,furgoneta
Peugeot,Partner,21000,2020.0,124500,Diésel,DSG,95,coches.net,furgoneta
Renault,Trafic,28700,2022.0,65100,Gasolina,Manual,155,coches.net,furgoneta
Mercedes-Benz,Citan,29900,2021.0,,GASOLINA,M6,110,coches.net,furgoneta
Ford,Transit,27500,2022.0,100000,Gasoil,M,130,coches.net,furgoneta
Fiat,Doblo Cargo,25200,2024.0,21900,Gasoil,M,90,coches.net,furgoneta
Maxus,Deliver 9,26200,2024.0,24100,Diesel,M,150,coches.net,furgoneta
Ford,Transit,17500,18.0,206100,Diesel,DSG,170,coches.net,furgoneta
Ford,Transit Connect,24100,2022.0,48300,diesel,DSG,70,coches.net,furgoneta
Renault,Trafic,24900,2021.0,110400,GASOLINA,MANUAL,150,coches.net,furgoneta
MAN,TGE,25500,2022.0,70700,Diesel,Automático,135,coches.net,furgoneta
Mercedes-Benz,Citan,29000,2020.0,99700,Gas Natural,Automática,120,coches.net,furgoneta
Nissan,NV400,14400,2021.0,112100,Diesel,DSG,145,coches.net,furgoneta
Renault,Master,22700,2021.0,113300,Diésel,MANUAL,110,coches.net,furgoneta
Nissan,Primastar,23900,2023.0,44200,Diesel,MANUAL,109,coches.net,furgoneta
Opel,Movano,9800,2020.0,115900,Diésel,M,163,coches.net,furgoneta
Peugeot,Partner,26200,2021.0,74000,EV,Auto,136,coches.net,furgoneta
Fiat,Scudo,24200 €,2022.0,87000,DIESEL,M,145,coches.net,furgoneta
Citroën,Jumper,7500 €,2018.0,236400,Gasolina,M6,140,coches.net,furgoneta
Peugeot,Boxer,25800,2021.0,99900,diesel,manual,165,coches.net,furgoneta
Peugeot,Partner,27400,2023.0,47600,Eléctrico (BEV),Automático,136,coches.net,furgoneta
Mercedes-Benz,Sprinter,24100,2018.0,199600,EV,Automático,,coches.net,furgoneta
Ford,Transit Connect,,2018.0,260000,Diésel,MANUAL,105,coches.net,furgoneta
Citroën,Berlingo,42300,2023.0,42500,Electric,automático,136,coches.net,furgoneta
Peugeot,Partner,21900,2021.0,57900,Gasoil,DSG,100,coches.net,furgoneta
Fiat,Ducato,24200,2023.0,43300,gasoil,manual,160,coches.net,furgoneta
Ford,Transit Courier,22800,2022.0,71700,DIESEL,MANUAL,75,coches.net,furgoneta
Renault,Master,27300,2021.0,96900,Diesel,M6,130,coches.net,furgoneta
Ford,Transit,19200,2022.0,83800,Diesel,M6,155,coches.net,furgoneta
Renault,Master,17800,2023.0,52600,Diésel,automático,180,coches.net,furgoneta
Volkswagen,Crafter,26100,2022.0,78800,Gasoil,AT,140,coches.net,furgoneta
Citroën,Berlingo,35000 €,2023.0,42200,Electric,Manual,136,coches.net,furgoneta
Mercedes-Benz,Citan,19500,2017.0,197100,Electric,M6,120,coches.net,furgoneta
,H350,28300,2023.0,30600,Diésel,M,136,coches.net,furgoneta
Nissan,Primastar,27100,2022.0,73700,Diésel,Auto,119,coches.net,furgoneta
Volkswagen,Transporter,31300,2022.0,69400,Gasoil,M6,110,coches.net,furgoneta
Volkswagen,Crafter,26400 €,2021.0,128000,Eléctrico,automático,102,coches.net,furgoneta
Citroën,Berlingo,22600,2021.0,150000,gasolina,manual,100,coches.net,furgoneta
Toyota,Proace,14100,2023.0,36200,diesel,M,115,coches.net,furgoneta
Ford,Transit Connect,22500,2020.0,149600,Diesel,M,100,coches.net,furgoneta
Ford,Transit,24300,2022.0,85900,gasoil,Automático,130,coches.net,furgoneta
Volkswagen,Transporter,25100,2020.0,155800,diesel,Auto,110,coches.net,furgoneta
Peugeot,Expert,31300,2023.0,41800,DIESEL,M6,125,coches.net,furgoneta
Peugeot,Expert,26700,2021.0,75200,Gasolina,AT,145,coches.net,furgoneta
Volkswagen,Caddy,33100,,,GASOLINA,Automático,114,coches.net,furgoneta
Fiat,Ducato,16300,2021.0,125600,Diesel,AT,130,coches.net,furgoneta
Peugeot,Expert,16700,2018.0,195600,Gasoil,automático,100,coches.net,furgoneta
Maxus,Deliver 9,22100,2021.0,95300,gasoil,DSG,145,coches.net,furgoneta
Ford,Transit Connect,"33600,00",2020.0,109300 km,Electrico,MANUAL,115,coches.net,furgoneta
,Transit,32600,2023.0,35800,Híbrido,Automática,150,coches.net,furgoneta
Citroën,Jumpy,24300,2023.0,31400,Diésel,M,145,coches.net,furgoneta
Opel,Combo,19400,2019.0,152500,Diesel,,100,coches.net,furgoneta
Fiat,Ducato,12100,2018.0,230500,Diesel,M6,160,coches.net,furgoneta
Toyota,Proace,21800,2021.0,94000,EV,M6,136,coches.net,furgoneta
Iveco,Daily,16700,2022.0,64300,DIESEL,M6,75,coches.net,furgoneta
Mercedes-Benz,Citan,24800,2021.0,138500,Autogás,,140,coches.net,furgoneta
Ford,Transit Connect,21200,2021.0,106700km,DIESEL,M6,120,coches.net,furgoneta
Citroën,Berlingo,14900,2018.0,161300,Gasolina,M,105,coches.net,furgoneta
Mercedes-Benz,Citan,23100,2020.0,122200,Diésel,MANUAL,102 CV,coches.net,furgoneta
Ford,Transit,27600,2024.0,18600,DIESEL,M,130,coches.net,furgoneta
Fiat,Scudo,24700,2023.0,39500,Diésel,M,145,coches.net,furgoneta
Mercedes-Benz,Sprinter,31000,2020.0,119700,Gasoil,Automático,140,coches.net,furgoneta
Fiat,Doblo Cargo,25100,2024.0,21400,Gasoil,Manual,90,coches.net,furgoneta
Renault,Master,16000,2020.0,85400,,automático,140,coches.net,furgoneta
Renault,Master,7500,2015.0,322300,Diesel,Auto,105,coches.net,furgoneta
Peugeot,Expert,24300,2020.0,,gasolina,Automática,125,coches.net,furgoneta
Opel,Combo,19500,21.0,104200,Híbrido,M6,115,coches.net,furgoneta
Renault,Master,26600,2021.0,99200,gasoil,manual,110CV,coches.net,furgoneta
Nissan,NV300,26300,2022.0,75100,Diesel,manual,95,coches.net,furgoneta
Volkswagen,Transporter,18800,2017.0,178900,diesel,manual,97,coches.net,furgoneta
Peugeot,Partner,19500 €,2023.0,37200,Gasolina,M,110,coches.net,furgoneta
Citroën,Berlingo,17500,2018.0,154000,GASOLINA,MANUAL,105,coches.net,furgoneta
Volkswagen,Transporter,27900,2023.0,55600km,diesel,Manual,,coches.net,furgoneta
Opel,Combo,21900,2023.0,37800,Diesel,Manual,95,coches.net,furgoneta
Ford,Transit,31400,2024.0,20100,gasoil,manual,155,coches.net,furgoneta
Iveco,Daily,20800,2021.0,76300,Hybrid,manual,102,coches.net,furgoneta
Peugeot,Boxer,9300,2019.0,205000,Gasoil,Automático,140,coches.net,furgoneta
Fiat,Doblo Cargo,21300,2022.0,78200,Diésel,,95,coches.net,furgoneta
Opel,Vivaro,22000,2022.0,50900,Diésel,MANUAL,115,coches.net,furgoneta
Renault,Master,15300,2018.0,196800,DIESEL,Manual,140,coches.net,furgoneta
Citroën,Jumpy,21000,2018.0,190500,Eléctrico (BEV),DSG,155,coches.net,furgoneta
Mercedes-Benz,Citan,52000,2024.0,23700,Electric,M,100,coches.net,furgoneta
Mercedes-Benz,Citan,36900,2021.0,73100,Electric,,120,coches.net,furgoneta
Opel,Movano,23400,2020.0,180000,Gasoil,Manual,110,coches.net,furgoneta
Mercedes-Benz,Vito,7500,2016.0,228900,Diésel,Manual,90,coches.net,furgoneta
Toyota,Proace City,13300,2021.0,79500,Gasoil,M6,110,coches.net,furgoneta
Fiat,Doblo Cargo,17700,2023.0,55600,GASOLINA,AT,105,coches.net,furgoneta
Opel,Vivaro,,19.0,137700,diesel,Automática,180,coches.net,furgoneta
Ford,Transit Connect,27600,2024.0,20200,DIESEL,AT,100,coches.net,furgoneta
Volkswagen,Caddy,24700,2023.0,38600,gasolina,manual,109,coches.net,furgoneta
Peugeot,Boxer,20800,2023.0,47000,gasoil,MANUAL,145,coches.net,furgoneta
Renault,Trafic,10400,2018.0,121200,Diesel,Manual,90 CV,coches.net,furgoneta
Fiat,Scudo,29000,2023.0,37800,Gasoil,M,150,coches.net,furgoneta
Ford,Transit,"12200,00",2020.0,113600,gasoil,M6,155,coches.net,furgoneta
Renault,Kangoo,27000,2021.0,104800,Eléctrico (BEV),AT,90,coches.net,furgoneta
Nissan,Primastar,23000,2022.0,81200,GASOLINA,Manual,119,coches.net,furgoneta
Citroën,Berlingo,22300,2022.0,86600,EV,Manual,131,coches.net,furgoneta
Toyota,Proace,16800,2016.0,184500,Eléctrico,MANUAL,155,coches.net,furgoneta
Renault,Trafic,31200 €,2024.0,24200,DIESEL,,145,coches.net,furgoneta
Ford,Transit Connect,20000,2021.0,115300 km,gasoil,DSG,120,coches.net,furgoneta
Volkswagen,Crafter,9500,2015.0,230900,Gasoil,MANUAL,97,coches.net,furgoneta
Nissan,NV300,18500,2022.0,64400,Diésel,MANUAL,95,coches.net,furgoneta
Fiat,Ducato,21000,2022.0,89900,Hibrido,MANUAL,130,coches.net,furgoneta
Ford,Transit Courier,23100,2023.0,37800,GASOLINA,M,100,coches.net,furgoneta
Opel,Vivaro,22000,2021.0,90900km,diesel,Manual,100,coches.net,furgoneta
